nombre,edad,calle,ciudad,provincia,cp,longitud,latitud
Julián del Velázquez,56,Acceso de Ariel Batlle 10 Apt. 28 ,Zamora,Albacete,29361,71.443013,-30.937256
Ezequiel Gallego Nevado,44,Ronda Leonardo Checa 56 Puerta 2 ,Girona,Salamanca,24615,-133.305512,-9.873055
Leandro Sanmartín Carmona,43,Acceso de Eduardo Arnaiz 7 Puerta 3 ,Murcia,Alicante,05449,129.505091,-9.2729705
Adelardo Palma-Atienza,75,Acceso Matilde Sainz 846,Teruel,Burgos,03806,-144.440084,8.6615905
Geraldo Iker Falcón Fernandez,44,Plaza de Ceferino Peñas 35,Granada,Navarra,05099,-172.270418,14.459235
Flavia Peláez Echeverría,73,Ronda Flavia Beltran 2,Sevilla,Alicante,48102,-19.585494,-63.222047
Otilia Dominguez-Ballesteros,58,Avenida de Ángela Piñol 89,Segovia,Santa Cruz de Tenerife,49592,8.251826,-49.8623145
Alex Pino Tena,65,Acceso Arcelia Saez 2,Badajoz,Burgos,24146,105.140859,-84.5754965
Ángeles Tomas-Elorza,46,Acceso Aurelia Aguirre 46,Valencia,Ourense,23688,9.630840,9.3167315
José Luis Gimeno Velasco,47,Paseo Constanza Montserrat 99 Apt. 64 ,Segovia,Álava,17213,-85.972232,52.4315515
Félix Peiró Velázquez,63,C. de Claudia Albero 26 Puerta 9 ,Las Palmas,Ceuta,50925,-168.002281,-66.5992725
Itziar Zamora Caparrós,54,Calle Octavio Montalbán 97 Puerta 4 ,Vizcaya,Asturias,48137,98.618692,-6.0269845
Ovidio Tormo Almansa,53,Vial de Leonardo Piña 77 Piso 9 ,Soria,Burgos,50618,18.924850,44.2767235
María Cristina Rosell Gonzalo,41,Paseo Pánfilo Nuñez 34,Las Palmas,Granada,27643,35.660369,-81.6695655
Soledad de Torrent,41,Glorieta de Pacífica Barberá 98 Apt. 53 ,Huelva,Teruel,41812,129.369436,-23.2554655
Candelas Novoa-Gargallo,76,Calle Máxima Palomares 2 Apt. 37 ,Granada,Cádiz,16975,92.125707,-29.765730
Miguela Macias Nuñez,59,Acceso de Hilario Nogués 530,Valencia,Cantabria,22696,-116.049195,-85.2064435
Eloy de Feijoo,29,Calle Nacio Manrique 120,Santa Cruz de Tenerife,Badajoz,14538,120.906784,39.503993
Macaria Haro Rivera,71,Pasaje de Benito Lillo 68,Asturias,Granada,44066,-8.031214,17.264919
Cristian Téllez Cuenca,46,Paseo Ambrosio Escolano 281 Piso 5 ,Murcia,Ceuta,32555,145.065793,-80.945402
Joel Cerdán Antón,51,Cañada Eligia Herrera 35 Apt. 55 ,Burgos,La Rioja,34934,83.890605,-45.466585
Fabio Sans Perera,20,Pasaje Calixta Carrasco 671,Lugo,Alicante,24734,-154.686269,10.656810
Juan José Eleuterio Agudo Gibert,22,Pasaje Ignacia Sobrino 798,Cádiz,Burgos,03112,119.463880,-79.910998
Feliciano Serra Barrera,31,Cañada de Angelina Villar 187,Palencia,Alicante,03920,32.359755,-55.6741995
María Teresa Lobo Ramos,37,Calle de Gabriel Hervia 40 Piso 5 ,Huesca,Guadalajara,25799,134.242724,80.302050
Gerónimo Menéndez Riba,36,Acceso de Albina Sanmartín 69 Puerta 4 ,Alicante,Toledo,27974,166.198833,-87.797102
Cecilia Rodriguez Esteve,73,Cañada Juan Carlos Ramón 98,Álava,Toledo,25497,135.103734,-58.242925
Marino Vélez Molins,24,Plaza de Jose Carlos Conesa 43 Puerta 6 ,Ciudad,Valencia,10906,133.629842,-87.6387905
Amílcar Menéndez Adadia,48,Calle de Dominga Nicolás 79 Piso 3 ,La Coruña,Castellón,10932,61.933692,14.1456905
José de Romeu,58,Acceso de Carina Sáenz 82 Piso 5 ,Vizcaya,Tarragona,33487,29.158896,-62.056135
Ainara Ramos,36,Pasaje Cebrián Garzón 26,Valencia,La Coruña,41508,22.685806,17.460199
Gonzalo Agudo Palomo,19,Acceso de Roque Haro 31,Baleares,Girona,02581,23.073180,59.185223
Daniel de Codina,20,Glorieta Víctor Pablo 99 Apt. 28 ,Barcelona,Málaga,32969,-75.783881,-22.6992785
Eric de Porcel,58,Cañada de Balduino Corominas 27 Puerta 1 ,Burgos,Tarragona,40116,-16.125586,-63.1213175
Salomón Manzanares,59,Urbanización Domitila Llorens 3 Apt. 13 ,Guipúzcoa,Jaén,04907,-54.328977,3.753469
Yolanda Quiroga Guitart,32,C. de Ester Saez 95,Sevilla,Córdoba,23719,-155.730539,-52.353990
Abril Barrena,64,Urbanización de Marina Bonet 66 Apt. 82 ,Zaragoza,Valencia,48906,66.207694,-37.8940175
Marta Pastor Figuerola,43,Acceso de Consuela Sales 27 Piso 2 ,Cáceres,Álava,47310,34.435411,16.8169835
Juan Manuel Sanjuan Parejo,41,Pasaje Flavia Narváez 47 Puerta 2 ,Salamanca,Granada,14144,-90.684311,58.5432935
Sebastián Luis Miguel Pina Lumbreras,40,Rambla Esteban Bárcena 11 Apt. 70 ,Murcia,Alicante,36202,-133.569832,-79.1870275
Marisa Aranda,38,Glorieta Cecilia Ugarte 866,Madrid,Badajoz,23214,-120.172456,-27.0635445
Jordán Aroca-Cervera,65,Via de Irene Frutos 657,Valencia,Málaga,39514,75.807665,47.5785145
Otilia Anaya Talavera,18,Callejón Brunilda Iriarte 80 Piso 0 ,Lleida,Soria,17199,154.296508,-57.354528
Lázaro Loreto Torrens Ramos,43,Callejón Noa Marín 426 Piso 7 ,Burgos,Melilla,41366,106.259348,29.9341785
Leopoldo Plana Giralt,74,Pasadizo Claudia Llabrés 8 Apt. 81 ,Asturias,Cádiz,25920,139.273819,34.427219
José María Vito Barco Angulo,39,Rambla Fátima Cisneros 807 Piso 6 ,Almería,Melilla,49873,-96.950570,-50.861308
Quique Marin Campoy,71,Pasaje de Duilio Solana 579 Puerta 6 ,León,Teruel,23402,76.336652,75.313015
Silvia Priego Ropero,66,Calle Valerio Manzano 93,Málaga,Albacete,50232,50.376556,-33.6573315
Jessica Matas,69,Calle Claudio Gibert 70 Apt. 81 ,Lleida,Madrid,18324,39.381020,-66.288300
Olivia Pereira Barceló,64,Pasaje de Aarón Blanes 86,Sevilla,Sevilla,30106,143.758438,57.9641875
Narcisa Hurtado Hidalgo,22,Rambla Rafa Sales 42 Puerta 0 ,Alicante,Palencia,34028,47.015841,36.1606555
Pía Izaguirre Casanova,71,Plaza Yolanda Laguna 14 Puerta 7 ,Castellón,Santa Cruz de Tenerife,30401,-106.210779,-25.9904295
Pelayo Ros Solé,68,Alameda Ani Ríos 555 Apt. 43 ,Palencia,Tarragona,36839,-139.981369,-37.648758
Aura Ródenas Vergara,39,Pasadizo Isabela Coloma 845 Puerta 6 ,Ceuta,Valladolid,01876,108.282153,84.553854
Pelayo Godoy,54,Callejón Joaquina Camacho 50,Santa Cruz de Tenerife,Baleares,31726,83.434954,72.335312
Ligia Carrasco Zurita,30,Via de Amelia Guerra 14 Apt. 88 ,Lleida,Castellón,23990,-76.217039,-28.4995015
Demetrio de Sedano,29,Glorieta Tiburcio Roda 5 Apt. 56 ,Ávila,Alicante,29006,-22.770680,13.812666
Duilio Vázquez-Quirós,77,C. de Marcelino Montes 95 Puerta 0 ,Cuenca,Ávila,41441,95.670643,-89.115433
Felix Gallardo Fernández,38,Calle Carmina Marín 45,Almería,León,09229,-153.363183,71.240761
Poncio del Vicente,54,C. Mariano Estrada 4,Guadalajara,Murcia,14083,165.352592,-83.9051675
Cesar Pinedo Ferrer,43,Plaza de Florentina Hernandez 70 Puerta 0 ,La Rioja,Cádiz,16553,-13.067500,70.6910335
Bonifacio Cantero Cortés,79,Calle de Gabriela Escudero 4 Puerta 5 ,Córdoba,Ciudad,02803,46.103097,73.6427505
Jose Carlos de Mateo,43,Via Anacleto Juliá 9,La Coruña,Albacete,08470,176.555467,84.622547
Wilfredo Peral Blázquez,68,Glorieta de Teófilo Gimenez 79 Apt. 36 ,Vizcaya,Cáceres,44041,37.323897,-81.890854
Merche Tania Torrijos Mendoza,65,Cuesta de Victor Manuel Herrera 35,Guipúzcoa,León,05789,-101.593517,41.271018
Baltasar Alsina,47,Plaza Evelia Santiago 75 Piso 9 ,Álava,Huelva,38717,-36.444802,-63.1400485
Ángela Ponce Amaya,25,Pasaje de Prudencia Español 61 Apt. 99 ,Guadalajara,Vizcaya,03140,107.940171,-4.948278
Nazario Lledó,25,Callejón Manu Carbonell 14 Apt. 29 ,Cuenca,Lleida,40547,110.115033,-4.0476995
Reyes Montenegro Sosa,80,Cañada Gerardo Uría 311,Valladolid,Navarra,45637,-162.147231,21.2001445
Rosario Marin Segovia,30,Plaza Paloma Calleja 11,Tarragona,Las Palmas,32727,-80.172195,-51.418750
Maricruz Chaves Perales,40,Acceso de Macaria Valdés 84 Puerta 4 ,Girona,Lugo,11986,-130.778245,36.6384595
Rufino Celso Barragán Cervantes,48,Pasaje Leoncio Arco 8,Teruel,Ourense,28798,37.066724,-73.452566
Regina del Vallés,25,Acceso Palmira Cadenas 62,Ávila,Málaga,15132,-79.378143,43.6726145
Estrella Arregui Badía,73,Cañada Reyna Osuna 93 Puerta 8 ,Vizcaya,Ávila,43656,62.692772,51.029020
Aroa Vizcaíno Arribas,70,Camino de Dan Vilaplana 505 Apt. 18 ,Huesca,Salamanca,45919,-152.409786,50.6401265
Victorino Gilabert Fiol,58,Cuesta Verónica Barba 26,Albacete,Córdoba,45853,-159.496989,-1.478971
Marcelo Llanos Manrique,55,Glorieta de Maura Pol 699 Piso 4 ,Cantabria,Cáceres,03122,-58.739671,71.5926255
Clarisa Aroca Cornejo,25,Urbanización Abraham Pol 68,Lugo,Asturias,08250,-112.623709,74.5315665
Adán Sureda Pomares,51,Via de Guiomar Alfonso 55,Madrid,Baleares,42427,168.176251,-86.043670
Chema Varela Menendez,36,Rambla de Hector Arias 10,Valladolid,Burgos,14956,116.559473,-29.459291
Itziar Pozuelo Rius,20,Pasadizo Miguela Benítez 55,Ávila,Jaén,15848,-101.693752,-40.2866365
Rosario Belmonte Aguado,27,Plaza Tadeo Ojeda 885,Girona,Toledo,44718,99.639620,68.2280365
Samanta Vallés Marquez,49,Via Cristóbal Benavente 17,Albacete,Alicante,19542,-83.091984,-19.248364
